rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r52,1,52,sci_fi,0,1956,183.053,2.2911,56.0035,16,16,4
r53,1,53,scientific_qa,0,1935,185.347,1.3058,54.9852,16,16,5
r61,1,61,narrative_qa,0,1937,205.805,32.676,35.8339,16,16,6
r62,1,62,natural_question,0,1934,205.807,32.6748,35.8328,16,16,6
r60,1,60,multidoc_qa,0,1935,205.804,26.9849,46.9087,30,16,2
r65,2,8,quality,1,1952,213.71,34.1189,39.2496,16,1920,2
r57,1,57,financial_qa,0,1971,205.799,7.909,47.7359,77,16,2
r64,2,14,coursera,1,1984,209.318,32.1782,49.3139,16,1920,1
r67,2,48,natural_question,1,1941,226.126,30.5645,32.6291,16,1920,1
r69,2,26,topic_retrieval_longchat,1,1945,230.932,27.1217,29.4246,16,1920,3
r66,2,3,meeting_summ,1,1937,213.712,37.4306,47.6726,55,1920,3
r71,2,63,paper_assistant,1,2032,231.229,27.8527,30.1556,16,1920,3
r59,1,59,meeting_summ,0,1942,205.803,25.127,55.9078,92,16,4
r70,2,41,tpo,1,1987,231.031,28.7375,34.3226,16,1920,2
r49,1,49,paper_assistant,0,1934,179.735,3.3152,85.9649,114,16,1
r68,2,18,multidoc_qa,1,1952,229.853,26.8373,36.1129,33,1920,1
r51,1,51,review_summ,0,1942,183.052,2.2928,83.119,106,16,1
r72,2,56,coursera,1,2007,231.231,30.3556,35.6123,16,1920,1
r74,2,0,coursera,1,1974,236.205,30.2771,32.1802,16,1920,1
r76,2,55,tpo,1,1989,251.599,15.7199,17.6513,16,1920,1
r78,2,11,scientific_qa,2,1944,259.257,8.5198,10.4047,16,1920,1
r73,2,17,meeting_summ,1,1934,236.204,29.537,33.9633,39,1920,1
r63,1,63,paper_assistant,0,1934,209.316,31.0154,62.1853,114,16,1
r80,2,27,tpo,1,1990,271.188,0.5936,1.9074,16,1920,1
r75,2,16,legal_contract_qa,1,1981,236.205,30.7338,37.2819,67,1920,1
r77,2,51,review_summ,1,1948,256.556,9.3088,17.0083,78,1920,1
r83,2,13,tpo,1,2008,272.331,1.4518,3.1586,16,1920,3
r84,2,50,quality,1,2032,272.594,1.6169,3.3036,16,1920,3
r79,2,31,meeting_summ,1,1932,266.07,2.2102,10.1408,83,1920,3
r85,2,7,paper_assistant,1,2032,274.518,0.9722,2.1442,16,1920,3
r81,2,59,meeting_summ,1,1942,271.936,1.0566,5.9184,58,1920,3
r82,2,9,review_summ,1,1945,272.33,0.9539,7.0711,82,1920,4
r87,2,21,paper_assistant,1,2032,277.857,0.8607,1.7336,16,1920,4
r86,2,58,legal_contract_qa,1,1976,276.055,0.7588,4.2408,60,1920,3
r88,2,61,narrative_qa,1,1938,279.804,0.7847,1.2261,16,1920,3
r89,2,20,natural_question,1,1934,281.377,0.3842,0.8147,16,1920,0
r91,2,25,scientific_qa,1,1935,283.513,0.5684,1.4424,16,1920,0
r90,2,15,financial_qa,1,1983,282.072,0.5052,2.9302,65,1920,0
r92,2,43,financial_qa,1,1964,283.691,0.8303,2.8218,59,1920,0
r93,2,32,multidoc_qa,1,1942,286.489,0.7734,1.2398,17,1920,0
r94,2,38,sci_fi,1,1964,287.89,0.8682,1.5773,16,1920,0
r95,2,24,sci_fi,1,1969,288.377,0.6312,1.2409,16,1920,0
r96,2,40,topic_retrieval_longchat,1,1945,298.312,0.5263,0.9699,16,1920,0
r97,2,2,legal_contract_qa,1,1976,306.665,0.3605,1.6928,45,1920,0
r99,2,6,natural_question,1,1936,315.011,0.7016,1.4498,16,1920,0
r100,2,33,narrative_qa,1,1941,315.674,0.7272,1.4305,16,1920,0
r98,2,4,multidoc_qa,1,1953,314.269,0.7029,2.9861,49,1920,0
r101,2,10,sci_fi,1,1966,318.449,0.5362,0.9847,16,1920,0
r103,2,46,multidoc_qa,1,1940,320.552,0.407,1.3738,22,1920,0
r104,2,12,topic_retrieval_longchat,1,1945,321.234,0.7583,1.4493,16,1920,0
r102,2,37,review_summ,1,1945,319.783,0.3554,3.1717,72,1920,0
r105,2,54,topic_retrieval_longchat,1,1945,325.154,0.766,1.2285,16,1920,0
r106,2,19,narrative_qa,1,1939,336.055,0.8514,1.3379,16,1920,0
r108,2,49,paper_assistant,1,2032,337.393,0.5322,1.2342,16,1920,1
r107,2,45,meeting_summ,1,1934,336.987,0.453,3.3221,67,1920,1
r109,2,29,financial_qa,1,1963,338.629,0.4834,2.5867,57,1920,1
r111,2,42,coursera,1,1997,345.033,1.3542,2.3379,16,1920,2
r112,2,28,coursera,1,2002,345.416,1.2161,2.0944,16,1920,2
r110,2,30,legal_contract_qa,1,1976,344.801,0.8593,3.4698,58,1920,2
r114,2,62,natural_question,1,1936,349.329,0.72,1.6126,16,1920,0
r116,2,22,quality,1,2032,350.268,0.877,1.8133,16,1920,1
r113,2,44,legal_contract_qa,1,1976,348.7,0.9538,4.9024,58,1920,1
r117,2,34,natural_question,1,1937,351.955,0.9401,2.0437,16,1920,1
r118,2,53,scientific_qa,1,1935,352.158,1.135,2.2096,16,1920,1
r119,2,5,narrative_qa,1,1937,353.207,0.5633,1.4406,16,1920,1
r115,2,57,financial_qa,1,1960,349.826,0.4405,5.5256,88,1920,1
r120,2,36,quality,1,1997,356.802,0.9463,1.7304,16,1920,1
r122,2,52,sci_fi,1,1962,357.082,1.4505,2.1379,16,1920,1
r121,2,1,financial_qa,1,1966,356.975,1.0743,4.3875,82,1920,1
r123,2,23,review_summ,1,1941,360.234,0.4265,3.9416,107,1920,1
r124,2,47,narrative_qa,1,1940,363.69,0.4402,0.9007,16,1920,1
r125,2,60,multidoc_qa,1,1934,364.986,0.4377,1.6154,41,1920,0
r127,2,35,paper_assistant,1,2032,366.377,1.0368,1.7385,16,1920,1
r126,2,39,scientific_qa,1,1934,366.326,0.689,1.9974,30,1920,1
