round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b,out_tokens,backlog
1,50,quality,0,2032,1.6602,16,0,0,0,0,0,16,1
1,51,review_summ,0,1942,4.2845,16,0,0,0,0,0,106,1
1,52,sci_fi,0,1956,1.5813,16,0,0,0,0,0,16,1
1,53,scientific_qa,0,1935,1.5212,16,0,0,0,0,0,16,1
1,54,topic_retrieval_longchat,0,1945,1.5529,16,0,0,0,0,0,16,1
1,55,tpo,0,2009,1.6386,16,0,0,0,0,0,16,1
1,56,coursera,0,2011,1.6298,16,0,0,0,0,0,16,1
1,57,financial_qa,0,1971,3.4347,16,0,0,0,0,0,77,1
1,58,legal_contract_qa,0,1961,1.7053,16,0,0,0,0,0,20,1
1,59,meeting_summ,0,1942,3.8521,16,0,0,0,0,0,92,1
1,60,multidoc_qa,0,1935,1.9406,16,0,0,0,0,0,30,1
1,61,narrative_qa,0,1937,1.5577,16,0,0,0,0,0,16,1
1,62,natural_question,0,1934,1.54,16,0,0,0,0,0,16,1
1,63,paper_assistant,0,1934,4.4956,16,0,0,0,0,0,114,1
2,14,coursera,1,1984,1.3006,1920,1904,30,623902720,0,0,16,1
2,8,quality,1,1952,1.2148,1920,1904,30,623902720,0,0,16,0
2,3,meeting_summ,1,1937,2.2892,1920,1904,30,623902720,0,0,55,0
2,48,natural_question,1,1941,1.1814,1920,1904,30,623902720,0,0,16,0
2,18,multidoc_qa,1,1952,1.6639,1920,1904,30,623902720,0,0,33,0
2,26,topic_retrieval_longchat,1,1945,1.1491,1920,1904,30,623902720,0,0,16,0
2,41,tpo,1,1987,1.3525,1920,1904,30,623902720,0,0,16,1
2,63,paper_assistant,1,2032,0.607,1920,0,0,0,0,0,16,1
2,56,coursera,1,2007,1.302,1920,1904,30,623902720,0,0,16,1
2,17,meeting_summ,1,1934,1.4945,1920,1904,30,623902720,0,0,39,0
2,0,coursera,1,1974,0.7961,1920,1904,30,623902720,0,0,16,0
2,16,legal_contract_qa,1,1981,2.4315,1920,1904,30,623902720,0,0,67,0
2,55,tpo,1,1989,0.8796,1920,1904,30,623902720,0,0,16,1
2,51,review_summ,1,1948,2.7169,1920,1904,30,623902720,0,0,78,0
2,11,scientific_qa,2,1944,0.9395,1920,1904,30,623902720,0,0,16,0
2,31,meeting_summ,1,1932,2.8537,1920,1904,30,623902720,0,0,83,0
2,27,tpo,1,1990,0.8989,1920,1904,30,623902720,0,0,16,1
2,59,meeting_summ,1,1942,2.0578,1920,1904,30,623902720,0,0,58,0
2,9,review_summ,1,1945,3.1343,1920,1904,30,623902720,0,0,82,0
2,13,tpo,1,2008,1.1975,1920,1904,30,623902720,0,0,16,1
2,50,quality,1,2032,1.3518,1920,1904,30,623902720,0,0,16,1
2,7,paper_assistant,1,2032,1.2347,1920,1904,30,623902720,0,0,16,1
2,58,legal_contract_qa,1,1976,2.5724,1920,1904,30,623902720,0,0,60,0
2,21,paper_assistant,1,2032,1.1893,1920,1904,30,623902720,0,0,16,1
2,61,narrative_qa,1,1938,1.1132,1920,1904,30,623902720,0,0,16,0
2,20,natural_question,1,1934,1.1812,1920,1904,30,623902720,0,0,16,0
2,15,financial_qa,1,1983,2.7915,1920,1904,30,623902720,0,0,65,0
2,25,scientific_qa,1,1935,0.7628,1920,1904,30,623902720,0,0,16,0
2,43,financial_qa,1,1964,2.0816,1920,1904,30,623902720,0,0,59,0
2,32,multidoc_qa,1,1942,0.834,1920,1904,30,623902720,0,0,17,0
2,38,sci_fi,1,1964,0.791,1920,1904,30,623902720,0,0,16,0
2,24,sci_fi,1,1969,0.7842,1920,1904,30,623902720,0,0,16,0
2,40,topic_retrieval_longchat,1,1945,0.7822,1920,1904,30,623902720,0,0,16,0
2,2,legal_contract_qa,1,1976,1.6922,1920,1904,30,623902720,0,0,45,0
2,4,multidoc_qa,1,1953,1.8618,1920,1904,30,623902720,0,0,49,0
2,6,natural_question,1,1936,0.7752,1920,1904,30,623902720,0,0,16,0
2,33,narrative_qa,1,1941,1.2108,1920,1904,30,623902720,0,0,16,0
2,10,sci_fi,1,1966,1.1803,1920,1904,30,623902720,0,0,16,0
2,37,review_summ,1,1945,2.8633,1920,1904,30,623902720,0,0,72,0
2,46,multidoc_qa,1,1940,1.3594,1920,1904,30,623902720,0,0,22,0
2,12,topic_retrieval_longchat,1,1945,1.1577,1920,1888,30,618659840,0,0,16,0
2,54,topic_retrieval_longchat,1,1945,1.2312,1920,1888,30,618659840,0,0,16,0
2,19,narrative_qa,1,1939,1.1794,1920,1904,30,623902720,0,0,16,0
2,45,meeting_summ,1,1934,2.6683,1920,1904,30,623902720,0,0,67,0
2,49,paper_assistant,1,2032,1.3202,1920,1904,30,623902720,0,0,16,1
2,29,financial_qa,1,1963,2.1022,1920,1904,30,623902720,0,0,57,0
2,30,legal_contract_qa,1,1976,2.1192,1920,1904,30,623902720,0,0,58,0
2,42,coursera,1,1997,0.8832,1920,1904,30,623902720,0,0,16,1
2,28,coursera,1,2002,0.8986,1920,1904,30,623902720,0,0,16,1
2,44,legal_contract_qa,1,1976,2.1135,1920,1904,30,623902720,0,0,58,0
2,62,natural_question,1,1936,0.8213,1920,1904,30,623902720,0,0,16,0
2,57,financial_qa,1,1960,3.0841,1920,1904,30,623902720,0,0,88,0
2,22,quality,1,2032,0.8865,1920,1904,30,623902720,0,0,16,1
2,34,natural_question,1,1937,0.7954,1920,1904,30,623902720,0,0,16,0
2,53,scientific_qa,1,1935,1.104,1920,1904,30,623902720,0,0,16,0
2,5,narrative_qa,1,1937,1.1312,1920,1904,30,623902720,0,0,16,0
2,36,quality,1,1997,1.26,1920,1904,30,623902720,0,0,16,1
2,1,financial_qa,1,1966,3.2064,1920,1904,30,623902720,0,0,82,0
2,52,sci_fi,1,1962,1.2959,1920,1904,30,623902720,0,0,16,0
2,23,review_summ,1,1941,4.0206,1920,1904,30,623902720,0,0,107,0
2,47,narrative_qa,1,1940,1.2172,1920,1904,30,623902720,0,0,16,0
2,60,multidoc_qa,1,1934,1.8457,1920,1904,30,623902720,0,0,41,0
2,39,scientific_qa,1,1934,1.5284,1920,1904,30,623902720,0,0,30,0
2,35,paper_assistant,1,2032,0.935,1920,1904,30,623902720,0,0,16,1
