rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r29,1,29,financial_qa,0,1974,113.638,1.1675,3.9075,48,16,0
r31,1,31,meeting_summ,0,1933,126.698,1.1189,2.7227,54,16,0
r32,1,32,multidoc_qa,0,1938,131.327,1.1272,1.5762,16,16,0
r33,1,33,narrative_qa,0,1942,133.846,1.095,2.6356,16,16,0
r34,1,34,natural_question,0,1940,135.242,1.1499,1.6351,16,16,0
r36,1,36,quality,0,2001,142.57,1.1867,9.0545,16,16,0
r38,1,38,sci_fi,0,1954,143.759,2.2438,8.2369,16,16,0
r41,1,41,tpo,0,1980,146.009,2.3196,6.2948,16,16,0
r40,1,40,topic_retrieval_longchat,0,1945,146.007,3.5608,6.4993,16,32,0
r42,1,42,coursera,0,1964,148.331,2.4278,4.2522,16,16,0
r39,1,39,scientific_qa,0,1931,146.005,2.323,7.5601,35,16,0
r35,1,35,paper_assistant,0,1934,141.135,1.0854,15.2046,114,16,0
r37,1,37,review_summ,0,1943,143.758,2.245,15.0989,105,16,0
r43,1,43,financial_qa,0,1970,156.34,1.1812,4.0022,38,16,0
r44,1,44,legal_contract_qa,0,1964,157.524,1.2099,3.6723,63,16,0
r45,1,45,meeting_summ,0,1942,159.644,5.0807,7.1833,71,16,0
r46,1,46,multidoc_qa,0,1935,164.727,5.4439,5.8918,16,16,0
r47,1,47,narrative_qa,0,1932,170.626,1.0625,1.5154,16,16,0
r48,1,48,natural_question,0,1941,173.457,1.0975,1.5436,16,16,0
r50,1,50,quality,0,2032,178.569,5.0047,10.6488,16,16,0
r52,1,52,sci_fi,0,1956,182.411,3.3655,8.0445,16,16,0
r53,1,53,scientific_qa,0,1935,183.575,3.32,6.9802,16,16,0
r55,1,55,tpo,0,2009,186.897,2.3202,4.5864,16,16,0
r54,1,54,topic_retrieval_longchat,0,1945,185.778,4.6771,5.828,16,32,0
r56,1,56,coursera,0,2011,191.745,1.2535,3.4607,16,16,0
r58,1,58,legal_contract_qa,0,1961,195.887,1.256,2.749,20,16,0
r51,1,51,review_summ,0,1942,182.409,3.3672,17.5447,106,16,0
r49,1,49,paper_assistant,0,1934,176.157,6.2499,24.0346,114,16,0
r57,1,57,financial_qa,0,1971,193.0,1.2687,7.3458,77,16,0
r61,1,61,narrative_qa,0,1937,201.873,6.0418,8.53,16,16,0
r62,1,62,natural_question,0,1934,202.302,5.6123,8.1006,16,16,0
r60,1,60,multidoc_qa,0,1935,200.903,7.0115,10.3602,30,16,0
r59,1,59,meeting_summ,0,1942,199.075,5.6533,15.0052,92,16,0
r63,1,63,paper_assistant,0,1934,207.916,1.2724,7.2869,114,16,0
r64,2,14,coursera,1,1984,209.191,5.4913,6.1343,16,1920,0
r65,2,8,quality,1,1952,212.803,4.1774,4.6266,16,1920,0
r66,2,3,meeting_summ,1,1937,213.274,7.7164,9.3468,55,1920,0
r67,2,48,natural_question,1,1941,219.191,4.5832,5.0308,16,1920,0
r71,2,63,paper_assistant,1,2032,231.074,0.1624,0.6278,16,1920,0
r68,2,18,multidoc_qa,1,1952,228.522,5.2365,6.2024,33,1920,0
r69,2,26,topic_retrieval_longchat,1,1945,230.47,4.3459,4.7928,16,1920,0
r70,2,41,tpo,1,1987,230.945,4.6627,5.1251,16,1920,0
r72,2,56,coursera,1,2007,231.238,4.9707,5.4294,16,1920,0
r74,2,0,coursera,1,1974,235.61,1.8977,2.787,16,1920,0
r73,2,17,meeting_summ,1,1934,233.018,3.7614,5.4718,39,1920,0
r75,2,16,legal_contract_qa,1,1981,235.895,2.0116,4.3056,67,1936,0
r76,2,55,tpo,1,1989,251.59,0.6925,1.1521,16,1920,0
r77,2,51,review_summ,1,1948,256.234,0.6328,2.9848,78,1920,0
r78,2,11,scientific_qa,2,1944,259.199,0.6316,1.0767,16,1920,0
r79,2,31,meeting_summ,1,1932,266.016,0.6072,3.0816,83,1920,0
r80,2,27,tpo,1,1990,271.129,0.7006,1.1607,16,1920,0
r83,2,13,tpo,1,2008,272.294,1.7889,2.9853,16,1920,0
r84,2,50,quality,1,2032,272.492,2.0781,3.2967,16,1920,0
r81,2,59,meeting_summ,1,1942,271.921,0.7434,3.9917,58,1920,0
r85,2,7,paper_assistant,1,2032,274.571,1.1404,1.9098,16,1920,0
r82,2,9,review_summ,1,1945,272.29,1.061,5.6939,82,1920,0
r86,2,58,legal_contract_qa,1,1976,276.055,0.7604,3.3776,60,1936,0
r87,2,21,paper_assistant,1,2032,277.844,0.878,1.5889,16,1920,0
r88,2,61,narrative_qa,1,1938,279.792,0.6181,1.0615,16,1920,0
r89,2,20,natural_question,1,1934,281.377,0.6294,1.0817,16,1920,0
r90,2,15,financial_qa,1,1983,282.064,0.6428,2.9501,65,1936,0
r91,2,25,scientific_qa,1,1935,283.525,0.7921,1.5807,16,1920,0
r92,2,43,financial_qa,1,1964,283.676,1.2149,3.064,59,1936,0
r93,2,32,multidoc_qa,1,1942,286.497,0.6384,1.1136,17,1920,0
r94,2,38,sci_fi,1,1964,287.89,0.6691,1.2457,16,1920,0
r95,2,24,sci_fi,1,1969,288.377,0.7138,1.18,16,1920,0
r96,2,40,topic_retrieval_longchat,1,1945,298.311,0.6073,1.0656,16,1920,0
r97,2,2,legal_contract_qa,1,1976,306.666,0.6576,1.9829,45,1936,0
r99,2,6,natural_question,1,1936,315.034,0.787,1.5305,16,1920,0
r98,2,4,multidoc_qa,1,1953,314.269,0.6441,2.5702,49,1920,0
r100,2,33,narrative_qa,1,1941,315.704,0.8601,1.4024,16,1920,0
r101,2,10,sci_fi,1,1966,318.45,0.6796,1.1274,16,1920,0
r103,2,46,multidoc_qa,1,1940,320.547,0.6966,1.7579,22,1920,0
r104,2,12,topic_retrieval_longchat,1,1945,321.245,0.8774,1.6135,16,1920,0
r102,2,37,review_summ,1,1945,319.783,0.6465,3.4997,72,1920,0
r105,2,54,topic_retrieval_longchat,1,1945,325.154,0.6136,1.0564,16,1920,0
r106,2,19,narrative_qa,1,1939,336.055,0.6268,1.0826,16,1920,0
r108,2,49,paper_assistant,1,2032,337.385,0.9379,1.6393,16,1920,0
r107,2,45,meeting_summ,1,1934,336.98,0.7212,3.5771,67,1920,0
r109,2,29,financial_qa,1,1963,338.604,0.7566,2.8608,57,1936,0
r111,2,42,coursera,1,1997,345.033,1.249,2.1732,16,1920,0
r112,2,28,coursera,1,2002,345.416,1.36,2.1634,16,1920,0
r110,2,30,legal_contract_qa,1,1976,344.801,0.7214,3.1752,58,1936,0
r114,2,62,natural_question,1,1936,349.34,0.7633,1.5286,16,1920,0
r113,2,44,legal_contract_qa,1,1976,348.7,0.6391,3.5545,58,1936,0
r116,2,22,quality,1,2032,350.242,1.0799,2.0133,16,1920,0
r117,2,34,natural_question,1,1937,351.945,0.856,1.6596,16,1920,0
r118,2,53,scientific_qa,1,1935,352.132,1.167,2.0172,16,1920,0
r119,2,5,narrative_qa,1,1937,353.188,0.8388,1.5679,16,1920,0
r115,2,57,financial_qa,1,1960,349.798,1.0117,5.2661,88,1936,0
r120,2,36,quality,1,1997,356.802,0.8336,1.3185,16,1920,0
r122,2,52,sci_fi,1,1962,357.082,1.5615,2.2537,16,1920,0
r121,2,1,financial_qa,1,1966,356.975,1.2136,4.1357,82,1936,0
r123,2,23,review_summ,1,1941,360.217,0.7054,4.0027,107,1920,0
r124,2,47,narrative_qa,1,1940,363.705,0.6631,1.1063,16,1920,0
r125,2,60,multidoc_qa,1,1934,364.986,0.6077,1.7847,41,1920,0
r126,2,39,scientific_qa,1,1934,366.319,0.6609,1.8429,30,1920,0
r127,2,35,paper_assistant,1,2032,366.384,1.3079,1.9317,16,1920,0
