round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b,out_tokens,backlog
2,57,financial_qa,1,1960,3.0319,1920,1904,30,623902720,0,0,88,0
2,22,quality,1,2032,0.961,1920,1904,30,623902720,0,0,16,1
2,34,natural_question,1,1937,0.8406,1920,1904,30,623902720,0,0,16,0
2,53,scientific_qa,1,1935,1.1578,1920,1904,30,623902720,0,0,16,0
2,5,narrative_qa,1,1937,1.1104,1920,1904,30,623902720,0,0,16,0
2,36,quality,1,1997,1.2282,1920,1904,30,623902720,0,0,16,1
2,1,financial_qa,1,1966,3.218,1920,1904,30,623902720,0,0,82,0
2,52,sci_fi,1,1962,1.2095,1920,1904,30,623902720,0,0,16,0
2,23,review_summ,1,1941,3.9415,1920,1904,30,623902720,0,0,107,0
2,47,narrative_qa,1,1940,1.1739,1920,1904,30,623902720,0,0,16,0
2,60,multidoc_qa,1,1934,1.8253,1920,1904,30,623902720,0,0,41,0
2,39,scientific_qa,1,1934,1.6296,1920,1904,30,623902720,0,0,30,0
2,35,paper_assistant,1,2032,0.8936,1920,1904,30,623902720,0,0,16,1
