rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r102,2,37,review_summ,1,1945,217.688,0.554,5.2632,72,1920,0
r108,2,49,paper_assistant,1,2032,220.993,1.056,2.0848,16,1920,0
r111,2,42,coursera,1,1997,223.08,0.813,1.9902,16,1920,0
r107,2,45,meeting_summ,1,1934,220.931,0.8029,5.5215,67,1920,0
r109,2,29,financial_qa,1,1963,221.843,0.9521,4.9247,57,1920,0
r112,2,28,coursera,1,2002,225.071,0.9102,1.891,16,1920,0
r110,2,30,legal_contract_qa,1,1976,222.953,0.6623,4.6488,58,1920,0
r114,2,62,natural_question,1,1936,226.769,1.1487,1.9375,16,1920,0
r116,2,22,quality,1,2032,227.603,1.4453,2.5417,16,1920,0
r117,2,34,natural_question,1,1937,228.708,0.8857,1.9657,16,1920,0
r113,2,44,legal_contract_qa,1,1976,226.455,0.8207,4.661,58,1920,0
r118,2,53,scientific_qa,1,1935,230.147,0.527,1.5855,16,1920,0
r119,2,5,narrative_qa,1,1937,230.675,0.5281,1.5604,16,1920,0
r120,2,36,quality,1,1997,231.118,0.615,1.5171,16,1920,0
r122,2,52,sci_fi,1,1962,232.237,0.6981,1.8542,16,1920,0
r115,2,57,financial_qa,1,1960,226.963,1.4961,7.6822,88,1920,0
r124,2,47,narrative_qa,1,1940,234.092,0.5532,1.6178,16,1920,0
r125,2,60,multidoc_qa,1,1934,234.647,0.5208,3.4742,41,1920,0
r121,2,1,financial_qa,1,1966,231.734,0.9003,6.7674,82,1920,0
r126,2,39,scientific_qa,1,1934,235.711,0.8404,2.9335,30,1920,0
r127,2,35,paper_assistant,1,2032,238.124,0.7721,1.4872,16,1920,0
r123,2,23,review_summ,1,1941,232.636,0.5153,7.2834,107,1920,0
