round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b,out_tokens,backlog
1,30,legal_contract_qa,0,1961,3.3691,16,0,0,0,30,629145600,16,1
1,31,meeting_summ,0,1933,5.2257,16,0,0,0,30,629145600,54,1
1,32,multidoc_qa,0,1938,3.3043,16,0,0,0,30,629145600,16,1
1,33,narrative_qa,0,1942,3.8865,16,0,0,0,30,629145600,16,1
1,34,natural_question,0,1940,3.7502,16,0,0,0,30,629145600,16,1
1,35,paper_assistant,0,1934,7.5715,16,0,0,0,30,629145600,114,1
1,36,quality,0,2001,4.3609,16,0,0,0,30,629145600,16,1
1,37,review_summ,0,1943,6.5165,16,0,0,0,31,650117120,105,1
1,38,sci_fi,0,1954,3.8119,16,0,0,0,30,629145600,16,1
1,39,scientific_qa,0,1931,4.4893,16,0,0,0,30,629145600,35,1
1,40,topic_retrieval_longchat,0,1945,4.8347,16,0,0,0,30,629145600,16,1
1,41,tpo,0,1980,4.7502,16,0,0,0,30,629145600,16,1
1,42,coursera,0,1964,3.6664,16,0,0,0,30,629145600,16,1
1,43,financial_qa,0,1970,5.2972,16,0,0,0,30,629145600,38,1
1,44,legal_contract_qa,0,1964,6.3347,16,0,0,0,30,629145600,63,1
1,45,meeting_summ,0,1942,5.634,16,0,0,0,30,629145600,71,1
1,46,multidoc_qa,0,1935,4.9403,16,0,0,0,30,629145600,16,1
1,47,narrative_qa,0,1932,4.5981,16,0,0,0,30,629145600,16,1
1,48,natural_question,0,1941,4.792,16,0,0,0,30,629145600,16,1
1,49,paper_assistant,0,1934,7.7004,16,0,0,0,30,629145600,114,1
1,50,quality,0,2032,2.7343,16,0,0,0,30,629145600,16,1
1,51,review_summ,0,1942,5.5137,16,0,0,0,31,650117120,106,1
1,52,sci_fi,0,1956,3.9628,16,0,0,0,30,629145600,16,1
1,53,scientific_qa,0,1935,3.9877,16,0,0,0,30,629145600,16,1
1,54,topic_retrieval_longchat,0,1945,3.7843,16,0,0,0,30,629145600,16,1
1,55,tpo,0,2009,4.6686,16,0,0,0,30,629145600,16,1
1,56,coursera,0,2011,4.868,16,0,0,0,31,650117120,16,1
1,57,financial_qa,0,1971,5.2184,16,0,0,0,31,650117120,77,1
1,58,legal_contract_qa,0,1961,4.9455,16,0,0,0,30,629145600,20,1
1,59,meeting_summ,0,1942,6.5469,16,0,0,0,30,629145600,92,1
1,60,multidoc_qa,0,1935,5.1117,16,0,0,0,30,629145600,30,1
1,61,narrative_qa,0,1937,3.8245,16,0,0,0,30,629145600,16,1
1,62,natural_question,0,1934,4.5877,16,0,0,0,30,629145600,16,1
1,63,paper_assistant,0,1934,7.9249,16,0,0,0,30,629145600,114,1
2,14,coursera,1,1984,3.0974,1920,1904,30,623902720,30,629145600,16,1
2,8,quality,1,1952,1.1349,1920,1904,30,623902720,0,0,16,1
2,3,meeting_summ,1,1937,2.4243,1920,1904,30,623902720,0,0,55,1
2,48,natural_question,1,1941,1.1568,1920,1904,30,623902720,0,0,16,1
2,18,multidoc_qa,1,1952,1.6731,1920,1904,30,623902720,0,0,33,1
2,26,topic_retrieval_longchat,1,1945,1.125,1920,1904,30,623902720,0,0,16,1
2,41,tpo,1,1987,1.1954,1920,1904,30,623902720,0,0,16,2
2,63,paper_assistant,1,2032,0.6049,1920,0,0,0,0,0,16,3
2,56,coursera,1,2007,1.3115,1920,1904,30,623902720,1,20971520,16,3
2,17,meeting_summ,1,1934,1.5367,1920,1904,30,623902720,0,0,39,3
2,0,coursera,1,1974,0.8415,1920,1904,30,623902720,0,0,16,3
2,16,legal_contract_qa,1,1981,2.4581,1920,1904,30,623902720,0,0,67,3
2,55,tpo,1,1989,0.8986,1920,1904,30,623902720,0,0,16,4
2,51,review_summ,1,1948,2.7085,1920,1904,30,623902720,0,0,78,4
2,11,scientific_qa,2,1944,0.9622,1920,1904,30,623902720,1,20971520,16,3
2,31,meeting_summ,1,1932,2.9502,1920,1904,30,623902720,1,20971520,83,2
2,27,tpo,1,1990,0.9584,1920,1904,30,623902720,1,20971520,16,2
2,59,meeting_summ,1,1942,2.0652,1920,1904,30,623902720,0,0,58,2
2,9,review_summ,1,1945,3.1436,1920,1904,30,623902720,0,0,82,2
2,13,tpo,1,2008,1.2912,1920,1904,30,623902720,0,0,16,3
2,50,quality,1,2032,1.3972,1920,1904,30,623902720,1,20971520,16,3
2,7,paper_assistant,1,2032,1.2519,1920,1904,30,623902720,0,0,16,4
2,58,legal_contract_qa,1,1976,2.524,1920,1904,30,623902720,0,0,60,4
2,21,paper_assistant,1,2032,1.286,1920,1904,30,623902720,0,0,16,5
2,61,narrative_qa,1,1938,1.239,1920,1904,30,623902720,1,20971520,16,4
2,20,natural_question,1,1934,1.1239,1920,1904,30,623902720,0,0,16,4
2,15,financial_qa,1,1983,2.6838,1920,1904,30,623902720,0,0,65,4
2,25,scientific_qa,1,1935,0.8736,1920,1904,30,623902720,1,20971520,16,3
2,43,financial_qa,1,1964,2.2155,1920,1904,30,623902720,1,20971520,59,2
2,32,multidoc_qa,1,1942,1.0142,1920,1904,30,623902720,1,20971520,17,1
2,38,sci_fi,1,1964,0.8258,1920,1904,30,623902720,0,0,16,1
2,24,sci_fi,1,1969,0.8911,1920,1904,30,623902720,0,0,16,1
2,40,topic_retrieval_longchat,1,1945,0.8681,1920,1904,30,623902720,1,20971520,16,0
2,2,legal_contract_qa,1,1976,1.7612,1920,1904,30,623902720,0,0,45,0
2,4,multidoc_qa,1,1953,1.7948,1920,1904,30,623902720,0,0,49,0
2,6,natural_question,1,1936,0.811,1920,1904,30,623902720,0,0,16,0
2,33,narrative_qa,1,1941,1.2114,1920,1904,30,623902720,0,0,16,0
2,10,sci_fi,1,1966,1.1531,1920,1904,30,623902720,0,0,16,0
2,37,review_summ,1,1945,2.797,1920,1904,30,623902720,0,0,72,0
2,46,multidoc_qa,1,1940,1.3444,1920,1904,30,623902720,0,0,22,0
2,12,topic_retrieval_longchat,1,1945,1.1381,1920,1888,30,618659840,0,0,16,0
2,54,topic_retrieval_longchat,1,1945,1.1637,1920,1888,30,618659840,0,0,16,0
2,19,narrative_qa,1,1939,1.2628,1920,1904,30,623902720,0,0,16,0
2,45,meeting_summ,1,1934,2.7258,1920,1904,30,623902720,0,0,67,0
2,49,paper_assistant,1,2032,1.2997,1920,1904,30,623902720,0,0,16,1
2,29,financial_qa,1,1963,2.1146,1920,1904,30,623902720,0,0,57,1
2,30,legal_contract_qa,1,1976,2.175,1920,1904,30,623902720,0,0,58,1
2,42,coursera,1,1997,0.9146,1920,1904,30,623902720,0,0,16,2
2,28,coursera,1,2002,0.9799,1920,1904,30,623902720,0,0,16,3
2,44,legal_contract_qa,1,1976,2.2016,1920,1904,30,623902720,0,0,58,3
2,62,natural_question,1,1936,0.8842,1920,1904,30,623902720,0,0,16,3
2,57,financial_qa,1,1960,3.0766,1920,1904,30,623902720,0,0,88,3
2,22,quality,1,2032,1.0304,1920,1904,30,623902720,1,20971520,16,3
2,34,natural_question,1,1937,0.8567,1920,1904,30,623902720,0,0,16,3
2,53,scientific_qa,1,1935,1.1958,1920,1904,30,623902720,0,0,16,3
2,5,narrative_qa,1,1937,1.1915,1920,1904,30,623902720,1,20971520,16,2
2,36,quality,1,1997,1.2772,1920,1904,30,623902720,1,20971520,16,2
2,1,financial_qa,1,1966,3.1989,1920,1904,30,623902720,0,0,82,2
2,52,sci_fi,1,1962,1.1476,1920,1904,30,623902720,0,0,16,2
2,23,review_summ,1,1941,3.8803,1920,1904,30,623902720,0,0,107,2
2,47,narrative_qa,1,1940,1.1282,1920,1904,30,623902720,0,0,16,2
2,60,multidoc_qa,1,1934,1.9086,1920,1904,30,623902720,1,20971520,41,1
2,39,scientific_qa,1,1934,1.5016,1920,1904,30,623902720,0,0,30,1
2,35,paper_assistant,1,2032,0.9125,1920,1904,30,623902720,0,0,16,2
