round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b,out_tokens,backlog
2,27,tpo,1,1990,1.217,1920,1904,30,623902720,0,0,16,1
2,59,meeting_summ,1,1942,2.3904,1920,1904,30,623902720,0,0,58,0
2,9,review_summ,1,1945,3.3541,1920,1904,30,623902720,0,0,82,0
2,13,tpo,1,2008,1.6706,1920,1904,30,623902720,0,0,16,1
2,50,quality,1,2032,1.7492,1920,1904,30,623902720,0,0,16,1
2,7,paper_assistant,1,2032,1.55,1920,1904,30,623902720,0,0,16,1
2,58,legal_contract_qa,1,1976,2.7853,1920,1904,30,623902720,0,0,60,0
2,21,paper_assistant,1,2032,1.8663,1920,1904,30,623902720,0,0,16,1
2,61,narrative_qa,1,1938,1.6312,1920,1904,30,623902720,0,0,16,0
2,20,natural_question,1,1934,1.4663,1920,1904,30,623902720,0,0,16,0
2,15,financial_qa,1,1983,3.0586,1920,1904,30,623902720,0,0,65,0
2,25,scientific_qa,1,1935,1.1319,1920,1904,30,623902720,0,0,16,0
2,43,financial_qa,1,1964,2.4406,1920,1904,30,623902720,0,0,59,0
2,32,multidoc_qa,1,1942,1.1243,1920,1904,30,623902720,0,0,17,0
2,38,sci_fi,1,1964,1.1823,1920,1904,30,623902720,0,0,16,0
2,24,sci_fi,1,1969,1.1575,1920,1904,30,623902720,0,0,16,0
2,40,topic_retrieval_longchat,1,1945,1.1141,1920,1904,30,623902720,0,0,16,0
2,2,legal_contract_qa,1,1976,2.0097,1920,1904,30,623902720,0,0,45,0
2,4,multidoc_qa,1,1953,2.127,1920,1904,30,623902720,0,0,49,0
2,6,natural_question,1,1936,1.1708,1920,1904,30,623902720,0,0,16,0
2,33,narrative_qa,1,1941,1.4319,1920,1904,30,623902720,0,0,16,0
2,10,sci_fi,1,1966,1.4558,1920,1904,30,623902720,0,0,16,0
2,37,review_summ,1,1945,3.0357,1920,1904,30,623902720,0,0,72,0
2,46,multidoc_qa,1,1940,1.6171,1920,1904,30,623902720,0,0,22,0
2,12,topic_retrieval_longchat,1,1945,1.5173,1920,1888,30,618659840,0,0,16,0
2,54,topic_retrieval_longchat,1,1945,1.7403,1920,1888,30,618659840,0,0,16,0
2,19,narrative_qa,1,1939,1.5383,1920,1904,30,623902720,0,0,16,0
2,45,meeting_summ,1,1934,3.1814,1920,1904,30,623902720,0,0,67,0
2,49,paper_assistant,1,2032,1.7499,1920,1904,30,623902720,0,0,16,1
2,29,financial_qa,1,1963,2.3572,1920,1904,30,623902720,0,0,57,0
2,30,legal_contract_qa,1,1976,2.3772,1920,1904,30,623902720,0,0,58,0
2,42,coursera,1,1997,1.1298,1920,1904,30,623902720,0,0,16,1
2,28,coursera,1,2002,1.1875,1920,1904,30,623902720,0,0,16,1
2,44,legal_contract_qa,1,1976,2.4648,1920,1904,30,623902720,0,0,58,0
2,62,natural_question,1,1936,1.2512,1920,1904,30,623902720,0,0,16,0
2,57,financial_qa,1,1960,3.4418,1920,1904,30,623902720,0,0,88,0
2,22,quality,1,2032,1.3133,1920,1904,30,623902720,0,0,16,1
2,34,natural_question,1,1937,1.156,1920,1904,30,623902720,0,0,16,0
2,53,scientific_qa,1,1935,1.6266,1920,1904,30,623902720,0,0,16,0
2,5,narrative_qa,1,1937,1.4125,1920,1904,30,623902720,0,0,16,0
2,36,quality,1,1997,1.7102,1920,1904,30,623902720,0,0,16,1
2,1,financial_qa,1,1966,3.6789,1920,1904,30,623902720,0,0,82,0
2,52,sci_fi,1,1962,1.471,1920,1904,30,623902720,0,0,16,0
2,23,review_summ,1,1941,4.4326,1920,1904,30,623902720,0,0,107,0
2,47,narrative_qa,1,1940,1.6902,1920,1904,30,623902720,0,0,16,0
2,60,multidoc_qa,1,1934,2.4248,1920,1904,30,623902720,0,0,41,0
2,39,scientific_qa,1,1934,2.0096,1920,1904,30,623902720,0,0,30,0
2,35,paper_assistant,1,2032,1.3645,1920,1904,30,623902720,0,0,16,1
