rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r88,2,61,narrative_qa,1,1938,298.133,0.9389,1.8973,16,1920,3
r89,2,20,natural_question,1,1934,299.545,0.9237,2.0933,16,1920,2
r86,2,58,legal_contract_qa,1,1976,296.802,0.9994,5.0421,60,1920,1
r91,2,25,scientific_qa,1,1935,300.032,1.065,2.0865,16,1920,1
r93,2,32,multidoc_qa,1,1942,301.845,1.3712,2.6041,17,1920,0
r94,2,38,sci_fi,1,1964,302.119,1.3418,2.519,16,1920,0
r90,2,15,financial_qa,1,1983,299.797,1.1513,5.3683,65,1920,0
r95,2,24,sci_fi,1,1969,304.45,0.8284,1.9337,16,1920,0
r92,2,43,financial_qa,1,1964,301.64,0.7853,4.9326,59,1920,0
r96,2,40,topic_retrieval_longchat,1,1945,304.639,1.0324,2.074,16,1920,0
r97,2,2,legal_contract_qa,1,1976,305.166,0.7536,3.3891,45,1920,0
r99,2,6,natural_question,1,1936,306.574,1.0414,2.1664,16,1920,0
r100,2,33,narrative_qa,1,1941,306.713,1.0702,2.1204,16,1920,0
r98,2,4,multidoc_qa,1,1953,306.386,0.7392,3.3952,49,1920,0
r101,2,10,sci_fi,1,1966,308.557,0.674,1.4957,16,1920,0
r103,2,46,multidoc_qa,1,1940,308.835,1.1575,2.3769,22,1920,0
r104,2,12,topic_retrieval_longchat,1,1945,309.782,0.8191,1.7995,16,1920,0
r105,2,54,topic_retrieval_longchat,1,1945,310.055,1.0819,1.8996,16,1920,0
r106,2,19,narrative_qa,1,1939,311.213,0.8684,1.8571,16,1920,1
r108,2,49,paper_assistant,1,2032,311.955,1.039,2.0613,16,1920,1
r102,2,37,review_summ,1,1945,308.743,1.1387,5.398,72,1920,1
r111,2,42,coursera,1,1997,314.141,1.2882,2.4596,16,1920,2
r107,2,45,meeting_summ,1,1934,311.583,0.9181,5.3312,67,1920,2
r109,2,29,financial_qa,1,1963,313.072,0.8679,4.5896,57,1920,3
r112,2,28,coursera,1,2002,316.603,0.8,1.9329,16,1920,2
r110,2,30,legal_contract_qa,1,1976,314.019,0.8875,4.9574,58,1920,2
r114,2,62,natural_question,1,1936,317.664,0.7952,1.8578,16,1920,1
r116,2,22,quality,1,2032,318.978,0.7509,1.8759,16,1920,2
r117,2,34,natural_question,1,1937,319.523,0.6272,1.7071,16,1920,2
r113,2,44,legal_contract_qa,1,1976,316.915,0.7472,4.8427,58,1920,1
r118,2,53,scientific_qa,1,1935,320.856,0.9824,1.9713,16,1920,2
r119,2,5,narrative_qa,1,1937,321.231,0.7926,1.8474,16,1920,2
r120,2,36,quality,1,1997,321.758,0.9161,1.8274,16,1920,2
r115,2,57,financial_qa,1,1960,318.538,0.6743,6.663,88,1920,1
r122,2,52,sci_fi,1,1962,323.079,1.0139,2.1219,16,1920,1
r124,2,47,narrative_qa,1,1940,325.203,1.0813,2.129,16,1920,1
r121,2,1,financial_qa,1,1966,322.829,0.6963,6.7314,82,1920,1
r125,2,60,multidoc_qa,1,1934,325.205,1.3563,4.3559,41,1920,1
r126,2,39,scientific_qa,1,1934,327.334,0.5879,2.7138,30,1920,0
r127,2,35,paper_assistant,1,2032,329.562,0.946,1.6576,16,1920,1
r123,2,23,review_summ,1,1941,323.586,0.9904,7.8176,107,1920,1
