rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r67,2,48,natural_question,1,1941,219.193,1.1125,1.5612,16,16,0
r68,2,18,multidoc_qa,1,1952,228.522,1.1012,3.1343,33,16,0
r69,2,26,topic_retrieval_longchat,1,1945,230.497,1.1141,8.0464,16,16,0
r70,2,41,tpo,1,1987,231.614,2.3743,7.1388,16,16,0
r71,2,63,paper_assistant,1,2032,231.615,2.3726,7.1371,16,1920,0
r72,2,56,coursera,1,2007,231.617,2.3709,7.1354,16,16,0
r74,2,0,coursera,1,1974,235.601,1.2774,3.6444,16,16,0
r73,2,17,meeting_summ,1,1934,233.99,1.226,6.0468,39,16,0
r75,2,16,legal_contract_qa,1,1981,236.881,1.2904,4.26,67,16,0
r76,2,55,tpo,1,1989,251.59,1.1867,1.6212,16,16,0
r77,2,51,review_summ,1,1948,256.234,1.1529,4.771,78,16,0
r78,2,11,scientific_qa,2,1944,259.178,1.1453,1.8274,16,16,0
r79,2,31,meeting_summ,1,1932,266.016,1.0768,3.5382,83,16,0
r80,2,27,tpo,1,1990,271.129,1.1243,10.4929,16,16,0
r83,2,13,tpo,1,2008,272.295,3.3014,10.7924,16,16,0
r84,2,50,quality,1,2032,273.373,3.4107,9.8402,16,16,0
r85,2,7,paper_assistant,1,2032,275.597,2.4077,8.798,16,16,0
r87,2,21,paper_assistant,1,2032,278.006,2.4421,9.7795,16,16,0
r88,2,61,narrative_qa,1,1938,280.451,2.5097,9.8394,16,16,0
r89,2,20,natural_question,1,1934,281.476,2.9186,10.307,16,16,0
r91,2,25,scientific_qa,1,1935,284.395,3.3907,7.6789,16,16,0
r93,2,32,multidoc_qa,1,1942,287.788,1.3371,5.7578,17,16,0
r94,2,38,sci_fi,1,1964,287.928,3.7096,6.742,16,16,0
r95,2,24,sci_fi,1,1969,289.127,4.2747,6.0633,16,16,0
r81,2,59,meeting_summ,1,1942,272.255,1.1152,23.4545,58,16,0
r86,2,58,legal_contract_qa,1,1976,276.785,2.4124,19.3973,60,16,0
r92,2,43,financial_qa,1,1964,284.396,3.3902,12.7262,59,16,0
r82,2,9,review_summ,1,1945,272.294,3.3019,25.0184,82,16,0
r90,2,15,financial_qa,1,1983,282.961,2.6095,14.3821,65,16,0
r96,2,40,topic_retrieval_longchat,1,1945,298.311,1.1152,1.5429,16,16,0
r97,2,2,legal_contract_qa,1,1976,306.666,1.1378,2.4707,45,16,0
r99,2,6,natural_question,1,1936,315.44,1.0819,3.0381,16,16,0
r100,2,33,narrative_qa,1,1941,316.524,1.1799,3.1171,16,16,0
r101,2,10,sci_fi,1,1966,318.479,1.1621,5.3665,16,16,0
r104,2,12,topic_retrieval_longchat,1,1945,322.151,1.1923,2.4635,16,32,0
r98,2,4,multidoc_qa,1,1953,314.269,1.1698,10.5924,49,16,0
r103,2,46,multidoc_qa,1,1940,320.975,1.1741,3.8868,22,16,0
r105,2,54,topic_retrieval_longchat,1,1945,325.162,1.1113,1.8059,16,32,0
r102,2,37,review_summ,1,1945,319.826,1.1473,7.78,72,16,0
r106,2,19,narrative_qa,1,1939,336.055,1.1476,5.342,16,16,0
r108,2,49,paper_assistant,1,2032,338.28,1.2206,3.3667,16,16,0
r109,2,29,financial_qa,1,1963,339.503,1.1946,4.1436,57,16,0
r107,2,45,meeting_summ,1,1934,337.203,1.0752,6.6247,67,16,0
r111,2,42,coursera,1,1997,345.945,2.2366,8.6682,16,16,0
r112,2,28,coursera,1,2002,345.946,2.2361,8.6676,16,16,0
r114,2,62,natural_question,1,1936,349.979,2.2215,10.582,16,16,0
r116,2,22,quality,1,2032,352.203,2.4102,9.454,16,16,0
r117,2,34,natural_question,1,1937,352.205,2.4085,9.4523,16,16,0
r118,2,53,scientific_qa,1,1935,352.206,4.6773,12.6735,16,16,0
r119,2,5,narrative_qa,1,1937,354.614,2.2696,10.2658,16,16,0
r120,2,36,quality,1,1997,356.886,1.3767,11.8324,16,16,0
r122,2,52,sci_fi,1,1962,358.264,6.6155,10.9424,16,16,0
r124,2,47,narrative_qa,1,1940,364.882,1.3201,5.6438,16,16,0
r110,2,30,legal_contract_qa,1,1976,344.801,1.1433,27.5317,58,16,0
r127,2,35,paper_assistant,1,2032,367.363,4.5494,6.4724,16,16,0
r113,2,44,legal_contract_qa,1,1976,348.738,1.2408,25.2005,58,16,0
r126,2,39,scientific_qa,1,1934,367.361,3.1647,7.7074,30,16,0
r125,2,60,multidoc_qa,1,1934,365.002,2.3571,10.4609,41,16,0
r115,2,57,financial_qa,1,1960,349.98,2.2209,26.5499,88,16,0
r121,2,1,financial_qa,1,1966,357.027,2.808,19.8351,82,16,0
r123,2,23,review_summ,1,1941,360.273,4.6072,17.5404,107,16,0
