rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r49,1,49,paper_assistant,0,1934,176.181,2.445,88.5584,114,16,1
r68,2,18,multidoc_qa,1,1952,233.195,25.7277,35.1937,33,1920,3
r57,1,57,financial_qa,0,1971,193.138,13.4752,76.037,77,16,3
r66,2,3,meeting_summ,1,1937,214.768,33.6437,55.2956,55,1920,3
r70,2,41,tpo,1,1987,233.196,34.8967,36.8671,16,1920,3
r71,2,63,paper_assistant,1,2032,233.197,34.8961,36.8666,16,1920,3
r72,2,56,coursera,1,2007,233.197,34.8956,36.8661,16,1920,3
r74,2,0,coursera,1,1974,236.98,33.5619,34.8188,16,1920,0
r59,1,59,meeting_summ,0,1942,204.351,11.5616,68.3244,92,16,1
r73,2,17,meeting_summ,1,1934,233.198,36.1098,40.715,39,1920,1
r76,2,55,tpo,1,1989,258.778,13.1795,15.1353,16,1920,1
r78,2,11,scientific_qa,2,1944,259.268,13.5604,15.6455,16,1920,1
r80,2,27,tpo,1,1990,271.189,3.0258,5.0847,16,1920,2
r63,1,63,paper_assistant,0,1934,206.615,26.5787,70.2035,114,16,1
r83,2,13,tpo,1,2008,272.324,3.8059,5.8999,16,1920,3
r84,2,50,quality,1,2032,272.579,4.8793,7.0821,16,1920,2
r81,2,59,meeting_summ,1,1942,271.959,0.2317,8.1578,58,1920,1
r85,2,7,paper_assistant,1,2032,274.465,3.6125,5.7565,16,1920,1
r75,2,16,legal_contract_qa,1,1981,236.98,34.5097,43.4472,67,1920,1
r87,2,21,paper_assistant,1,2032,277.835,3.0285,4.7076,16,1920,1
r77,2,51,review_summ,1,1948,258.778,13.799,23.8747,78,1920,1
r88,2,61,narrative_qa,1,1938,279.92,1.0718,2.733,16,1920,1
r79,2,31,meeting_summ,1,1932,267.774,5.7031,16.1742,83,1920,0
r89,2,20,natural_question,1,1934,281.409,1.2442,2.7772,16,1920,0
r82,2,9,review_summ,1,1945,272.322,2.7137,12.3754,82,1920,0
r86,2,58,legal_contract_qa,1,1976,276.132,3.384,9.35,60,1920,0
r91,2,25,scientific_qa,1,1935,283.574,0.8891,2.0311,16,1920,0
r90,2,15,financial_qa,1,1983,282.125,0.837,5.126,65,1920,0
r93,2,32,multidoc_qa,1,1942,286.5,0.5635,1.3578,17,1920,0
r92,2,43,financial_qa,1,1964,283.785,1.1512,4.1648,59,1920,0
r94,2,38,sci_fi,1,1964,287.897,0.7899,1.4993,16,1920,0
r95,2,24,sci_fi,1,1969,288.377,0.6056,1.1995,16,1920,0
r96,2,40,topic_retrieval_longchat,1,1945,298.312,0.3887,0.8511,16,1920,0
r97,2,2,legal_contract_qa,1,1976,306.665,0.4082,1.7433,45,1920,0
r99,2,6,natural_question,1,1936,315.027,0.6621,1.4101,16,1920,0
r98,2,4,multidoc_qa,1,1953,314.269,0.472,2.3516,49,1920,0
r100,2,33,narrative_qa,1,1941,315.691,0.7462,1.257,16,1920,0
r101,2,10,sci_fi,1,1966,318.449,0.8029,1.2609,16,1920,0
r103,2,46,multidoc_qa,1,1940,320.561,0.4909,1.692,22,1920,0
r104,2,12,topic_retrieval_longchat,1,1945,321.235,0.773,1.5283,16,1920,0
r102,2,37,review_summ,1,1945,319.783,0.3916,3.3224,72,1920,0
r105,2,54,topic_retrieval_longchat,1,1945,325.154,0.7403,1.1823,16,1920,0
r106,2,19,narrative_qa,1,1939,336.055,0.7363,1.2048,16,1920,0
r108,2,49,paper_assistant,1,2032,337.398,0.7658,1.4927,16,1920,1
r107,2,45,meeting_summ,1,1934,336.985,0.3843,3.2526,67,1920,1
r109,2,29,financial_qa,1,1963,338.587,0.5004,2.5919,57,1920,1
r111,2,42,coursera,1,1997,345.034,1.0344,2.0566,16,1920,3
r112,2,28,coursera,1,2002,345.444,0.7794,1.694,16,1920,3
r110,2,30,legal_contract_qa,1,1976,344.801,0.5444,3.1002,58,1920,3
r114,2,62,natural_question,1,1936,349.33,0.4553,1.2338,16,1920,2
r116,2,22,quality,1,2032,350.235,0.748,1.6867,16,1920,3
r113,2,44,legal_contract_qa,1,1976,348.7,0.7373,3.9994,58,1920,2
r117,2,34,natural_question,1,1937,351.969,0.8544,1.9049,16,1920,1
r118,2,53,scientific_qa,1,1935,352.123,1.4902,2.4304,16,1920,1
r119,2,5,narrative_qa,1,1937,353.209,0.6651,1.5317,16,1920,1
r115,2,57,financial_qa,1,1960,349.83,0.8562,5.6478,88,1920,1
r120,2,36,quality,1,1997,356.802,0.9353,1.8061,16,1920,2
r122,2,52,sci_fi,1,1962,357.083,1.7425,2.4345,16,1920,1
r121,2,1,financial_qa,1,1966,356.975,1.3788,4.8906,82,1920,1
r123,2,23,review_summ,1,1941,360.216,0.6626,4.4043,107,1920,1
r124,2,47,narrative_qa,1,1940,363.712,0.5326,1.1162,16,1920,1
r125,2,60,multidoc_qa,1,1934,364.986,0.4109,1.6298,41,1920,1
r127,2,35,paper_assistant,1,2032,366.38,1.0998,1.8056,16,1920,2
r126,2,39,scientific_qa,1,1934,366.319,0.7554,2.1352,30,1920,2
